Original,First difference,Square root,Log
1014.0,0.0,8.06225774829855,4.174387269895637
1015.0,1.0,8.12403840463596,4.189654742026425
1013.0,-2.0,8.0,4.1588830833596715
1014.0,1.0,8.06225774829855,4.174387269895637
1011.0,-3.0,7.874007874011811,4.127134385045092
1008.0,-3.0,7.681145747868608,4.07753744390572
1008.0,0.0,7.681145747868608,4.07753744390572
1011.0,3.0,7.874007874011811,4.127134385045092
1012.0,1.0,7.937253933193772,4.143134726391533
1013.0,1.0,8.0,4.1588830833596715
1014.0,1.0,8.06225774829855,4.174387269895637
1014.0,0.0,8.06225774829855,4.174387269895637
1017.0,3.0,8.246211251235321,4.219507705176107
1020.0,3.0,8.426149773176359,4.2626798770413155
1021.0,1.0,8.48528137423857,4.276666119016055
1020.0,-1.0,8.426149773176359,4.2626798770413155
1021.0,1.0,8.48528137423857,4.276666119016055
1022.0,1.0,8.54400374531753,4.290459441148391
1025.0,3.0,8.717797887081348,4.330733340286331
1027.0,2.0,8.831760866327848,4.356708826689592
1029.0,2.0,8.94427190999916,4.382026634673881
1031.0,2.0,9.055385138137417,4.406719247264253
1036.0,5.0,9.327379053088816,4.465908118654584
1039.0,3.0,9.486832980505138,4.499809670330265
1042.0,3.0,9.643650760992955,4.532599493153256
1047.0,5.0,9.899494936611665,4.584967478670572
1051.0,4.0,10.099504938362077,4.624972813284271
1050.0,-1.0,10.04987562112089,4.61512051684126
1049.0,-1.0,10.0,4.605170185988092
1045.0,-4.0,9.797958971132712,4.564348191467836
1043.0,-2.0,9.695359714832659,4.543294782270004
1045.0,2.0,9.797958971132712,4.564348191467836
1043.0,-2.0,9.695359714832659,4.543294782270004
1044.0,1.0,9.746794344808963,4.553876891600541
1045.0,1.0,9.797958971132712,4.564348191467836
1045.0,0.0,9.797958971132712,4.564348191467836
1041.0,-4.0,9.591663046625438,4.5217885770490405
1038.0,-3.0,9.433981132056603,4.48863636973214
1033.0,-5.0,9.16515138991168,4.430816798843313
1026.0,-7.0,8.774964387392123,4.343805421853684
1020.0,-6.0,8.426149773176359,4.2626798770413155
1014.0,-6.0,8.06225774829855,4.174387269895637
1010.0,-4.0,7.810249675906654,4.110873864173311
1006.0,-4.0,7.54983443527075,4.04305126783455
1005.0,-1.0,7.483314773547883,4.02535169073515
1008.0,3.0,7.681145747868608,4.07753744390572
1008.0,0.0,7.681145747868608,4.07753744390572
1009.0,1.0,7.745966692414834,4.0943445622221
1007.0,-2.0,7.615773105863909,4.060443010546419
1006.0,-1.0,7.54983443527075,4.04305126783455
1005.0,-1.0,7.483314773547883,4.02535169073515
1002.0,-3.0,7.280109889280518,3.970291913552122
1000.0,-2.0,7.14142842854285,3.9318256327243257
999.0,-1.0,7.0710678118654755,3.912023005428146
997.0,-2.0,6.928203230275509,3.871201010907891
997.0,0.0,6.928203230275509,3.871201010907891
996.0,-1.0,6.855654600401044,3.8501476017100584
999.0,3.0,7.0710678118654755,3.912023005428146
999.0,0.0,7.0710678118654755,3.912023005428146
1001.0,2.0,7.211102550927978,3.9512437185814275
998.0,-3.0,7.0,3.8918202981106265
1000.0,2.0,7.14142842854285,3.9318256327243257
999.0,-1.0,7.0710678118654755,3.912023005428146
996.0,-3.0,6.855654600401044,3.8501476017100584
993.0,-3.0,6.6332495807108,3.784189633918261
997.0,4.0,6.928203230275509,3.871201010907891
1010.0,13.0,7.810249675906654,4.110873864173311
1029.0,19.0,8.94427190999916,4.382026634673881
1062.0,33.0,10.63014581273465,4.727387818712341
1103.0,41.0,12.409673645990857,5.0369526024136295
1151.0,48.0,14.212670403551895,5.308267697401205
1204.0,53.0,15.968719422671311,5.541263545158426
1260.0,56.0,17.635192088548397,5.739792912179234
1307.0,47.0,18.920887928424502,5.8805329864007
1343.0,36.0,19.849433241279208,5.976350909297934
1356.0,13.0,20.174241001832016,6.008813185442595
1339.0,-17.0,19.748417658131498,5.966146739123692
1298.0,-41.0,18.681541692269406,5.855071922202427
1237.0,-61.0,16.97056274847714,5.662960480135946
1168.0,-69.0,14.798648586948742,5.389071729816501
1100.0,-68.0,12.288205727444508,5.017279836814924
1046.0,-54.0,9.848857801796104,4.574710978503383
1006.0,-40.0,7.54983443527075,4.04305126783455
987.0,-19.0,6.164414002968976,3.6375861597263857
978.0,-9.0,5.385164807134504,3.367295829986474
983.0,5.0,5.830951894845301,3.5263605246161616
991.0,8.0,6.48074069840786,3.7376696182833684
1000.0,9.0,7.14142842854285,3.9318256327243257
1002.0,2.0,7.280109889280518,3.970291913552122
999.0,-3.0,7.0710678118654755,3.912023005428146
996.0,-3.0,6.855654600401044,3.8501476017100584
993.0,-3.0,6.6332495807108,3.784189633918261
990.0,-3.0,6.4031242374328485,3.713572066704308
987.0,-3.0,6.164414002968976,3.6375861597263857
986.0,-1.0,6.082762530298219,3.6109179126442243
988.0,2.0,6.244997998398398,3.6635616461296463
989.0,1.0,6.324555320336759,3.6888794541139363
993.0,4.0,6.6332495807108,3.784189633918261
988.0,-5.0,6.244997998398398,3.6635616461296463
988.0,0.0,6.244997998398398,3.6635616461296463
988.0,0.0,6.244997998398398,3.6635616461296463
986.0,-2.0,6.082762530298219,3.6109179126442243
983.0,-3.0,5.830951894845301,3.5263605246161616
980.0,-3.0,5.5677643628300215,3.4339872044851463
981.0,1.0,5.656854249492381,3.4657359027997265
986.0,5.0,6.082762530298219,3.6109179126442243
990.0,4.0,6.4031242374328485,3.713572066704308
993.0,3.0,6.6332495807108,3.784189633918261
994.0,1.0,6.708203932499369,3.8066624897703196
994.0,0.0,6.708203932499369,3.8066624897703196
990.0,-4.0,6.4031242374328485,3.713572066704308
989.0,-1.0,6.324555320336759,3.6888794541139363
991.0,2.0,6.48074069840786,3.7376696182833684
989.0,-2.0,6.324555320336759,3.6888794541139363
986.0,-3.0,6.082762530298219,3.6109179126442243
986.0,0.0,6.082762530298219,3.6109179126442243
987.0,1.0,6.164414002968976,3.6375861597263857
993.0,6.0,6.6332495807108,3.784189633918261
996.0,3.0,6.855654600401044,3.8501476017100584
998.0,2.0,7.0,3.8918202981106265
998.0,0.0,7.0,3.8918202981106265
997.0,-1.0,6.928203230275509,3.871201010907891
997.0,0.0,6.928203230275509,3.871201010907891
996.0,-1.0,6.855654600401044,3.8501476017100584
996.0,0.0,6.855654600401044,3.8501476017100584
994.0,-2.0,6.708203932499369,3.8066624897703196
993.0,-1.0,6.6332495807108,3.784189633918261
995.0,2.0,6.782329983125268,3.828641396489095
994.0,-1.0,6.708203932499369,3.8066624897703196
995.0,1.0,6.782329983125268,3.828641396489095
1000.0,5.0,7.14142842854285,3.9318256327243257
1003.0,3.0,7.3484692283495345,3.9889840465642745
1005.0,2.0,7.483314773547883,4.02535169073515
1007.0,2.0,7.615773105863909,4.060443010546419
1008.0,1.0,7.681145747868608,4.07753744390572
1008.0,0.0,7.681145747868608,4.07753744390572
1008.0,0.0,7.681145747868608,4.07753744390572
1007.0,-1.0,7.615773105863909,4.060443010546419
1008.0,1.0,7.681145747868608,4.07753744390572
1005.0,-3.0,7.483314773547883,4.02535169073515
1009.0,4.0,7.745966692414834,4.0943445622221
1010.0,1.0,7.810249675906654,4.110873864173311
1011.0,1.0,7.874007874011811,4.127134385045092
1015.0,4.0,8.12403840463596,4.189654742026425
1019.0,4.0,8.366600265340756,4.248495242049359
1019.0,0.0,8.366600265340756,4.248495242049359
1020.0,1.0,8.426149773176359,4.2626798770413155
1020.0,0.0,8.426149773176359,4.2626798770413155
1018.0,-2.0,8.306623862918075,4.23410650459726
1017.0,-1.0,8.246211251235321,4.219507705176107
1018.0,1.0,8.306623862918075,4.23410650459726
1017.0,-1.0,8.246211251235321,4.219507705176107
1017.0,0.0,8.246211251235321,4.219507705176107
1017.0,0.0,8.246211251235321,4.219507705176107
1017.0,0.0,8.246211251235321,4.219507705176107
1018.0,1.0,8.306623862918075,4.23410650459726
1019.0,1.0,8.366600265340756,4.248495242049359
1022.0,3.0,8.54400374531753,4.290459441148391
1022.0,0.0,8.54400374531753,4.290459441148391
1020.0,-2.0,8.426149773176359,4.2626798770413155
1017.0,-3.0,8.246211251235321,4.219507705176107
1018.0,1.0,8.306623862918075,4.23410650459726
1019.0,1.0,8.366600265340756,4.248495242049359
1022.0,3.0,8.54400374531753,4.290459441148391
1024.0,2.0,8.660254037844387,4.31748811353631
1028.0,4.0,8.888194417315589,4.3694478524670215
1032.0,4.0,9.1104335791443,4.418840607796598
1037.0,5.0,9.38083151964686,4.477336814478207
1037.0,0.0,9.38083151964686,4.477336814478207
1036.0,-1.0,9.327379053088816,4.465908118654584
1035.0,-1.0,9.273618495495704,4.454347296253507
1039.0,4.0,9.486832980505138,4.499809670330265
1038.0,-1.0,9.433981132056603,4.48863636973214
1036.0,-2.0,9.327379053088816,4.465908118654584
1035.0,-1.0,9.273618495495704,4.454347296253507
1033.0,-2.0,9.16515138991168,4.430816798843313
1031.0,-2.0,9.055385138137417,4.406719247264253
1033.0,2.0,9.16515138991168,4.430816798843313
1032.0,-1.0,9.1104335791443,4.418840607796598
1033.0,1.0,9.16515138991168,4.430816798843313
1032.0,-1.0,9.1104335791443,4.418840607796598
1033.0,1.0,9.16515138991168,4.430816798843313
1033.0,0.0,9.16515138991168,4.430816798843313
1030.0,-3.0,9.0,4.394449154672439
1028.0,-2.0,8.888194417315589,4.3694478524670215
1030.0,2.0,9.0,4.394449154672439
1028.0,-2.0,8.888194417315589,4.3694478524670215
1029.0,1.0,8.94427190999916,4.382026634673881
1030.0,1.0,9.0,4.394449154672439
1030.0,0.0,9.0,4.394449154672439
1031.0,1.0,9.055385138137417,4.406719247264253
1031.0,0.0,9.055385138137417,4.406719247264253
1030.0,-1.0,9.0,4.394449154672439
1030.0,0.0,9.0,4.394449154672439
1031.0,1.0,9.055385138137417,4.406719247264253
1031.0,0.0,9.055385138137417,4.406719247264253
1030.0,-1.0,9.0,4.394449154672439
1030.0,0.0,9.0,4.394449154672439
1030.0,0.0,9.0,4.394449154672439
1029.0,-1.0,8.94427190999916,4.382026634673881
1030.0,1.0,9.0,4.394449154672439
1030.0,0.0,9.0,4.394449154672439
1031.0,1.0,9.055385138137417,4.406719247264253
1032.0,1.0,9.1104335791443,4.418840607796598
1032.0,0.0,9.1104335791443,4.418840607796598
1033.0,1.0,9.16515138991168,4.430816798843313
1033.0,0.0,9.16515138991168,4.430816798843313
1030.0,-3.0,9.0,4.394449154672439
1030.0,0.0,9.0,4.394449154672439
1027.0,-3.0,8.831760866327848,4.356708826689592
1033.0,6.0,9.16515138991168,4.430816798843313
1033.0,0.0,9.16515138991168,4.430816798843313
1035.0,2.0,9.273618495495704,4.454347296253507
1033.0,-2.0,9.16515138991168,4.430816798843313
1035.0,2.0,9.273618495495704,4.454347296253507
1036.0,1.0,9.327379053088816,4.465908118654584
1035.0,-1.0,9.273618495495704,4.454347296253507
1035.0,0.0,9.273618495495704,4.454347296253507
1036.0,1.0,9.327379053088816,4.465908118654584
1033.0,-3.0,9.16515138991168,4.430816798843313
1034.0,1.0,9.219544457292887,4.442651256490317
1031.0,-3.0,9.055385138137417,4.406719247264253
1032.0,1.0,9.1104335791443,4.418840607796598
1034.0,2.0,9.219544457292887,4.442651256490317
1035.0,1.0,9.273618495495704,4.454347296253507
1036.0,1.0,9.327379053088816,4.465908118654584
1038.0,2.0,9.433981132056603,4.48863636973214
1040.0,2.0,9.539392014169456,4.51085950651685
1038.0,-2.0,9.433981132056603,4.48863636973214
1038.0,0.0,9.433981132056603,4.48863636973214
1033.0,-5.0,9.16515138991168,4.430816798843313
1033.0,0.0,9.16515138991168,4.430816798843313
1031.0,-2.0,9.055385138137417,4.406719247264253
1031.0,0.0,9.055385138137417,4.406719247264253
1031.0,0.0,9.055385138137417,4.406719247264253
1033.0,2.0,9.16515138991168,4.430816798843313
1034.0,1.0,9.219544457292887,4.442651256490317
1033.0,-1.0,9.16515138991168,4.430816798843313
1035.0,2.0,9.273618495495704,4.454347296253507
1036.0,1.0,9.327379053088816,4.465908118654584
1037.0,1.0,9.38083151964686,4.477336814478207
1035.0,-2.0,9.273618495495704,4.454347296253507
1038.0,3.0,9.433981132056603,4.48863636973214
1037.0,-1.0,9.38083151964686,4.477336814478207
1035.0,-2.0,9.273618495495704,4.454347296253507
1035.0,0.0,9.273618495495704,4.454347296253507
1036.0,1.0,9.327379053088816,4.465908118654584
1040.0,4.0,9.539392014169456,4.51085950651685
1044.0,4.0,9.746794344808963,4.553876891600541
1046.0,2.0,9.848857801796104,4.574710978503383
1050.0,4.0,10.04987562112089,4.61512051684126
1050.0,0.0,10.04987562112089,4.61512051684126
1052.0,2.0,10.14889156509222,4.634728988229636
1058.0,6.0,10.44030650891055,4.6913478822291435
1060.0,2.0,10.535653752852738,4.709530201312334
1063.0,3.0,10.677078252031311,4.736198448394496
1063.0,0.0,10.677078252031311,4.736198448394496
1065.0,2.0,10.770329614269007,4.7535901911063645
1067.0,2.0,10.862780491200215,4.770684624465665
1066.0,-1.0,10.816653826391969,4.762173934797756
1066.0,0.0,10.816653826391969,4.762173934797756
1066.0,0.0,10.816653826391969,4.762173934797756
1067.0,1.0,10.862780491200215,4.770684624465665
1067.0,0.0,10.862780491200215,4.770684624465665
1068.0,1.0,10.908712114635714,4.77912349311153
1068.0,0.0,10.908712114635714,4.77912349311153
1065.0,-3.0,10.770329614269007,4.7535901911063645
1060.0,-5.0,10.535653752852738,4.709530201312334
1054.0,-6.0,10.246950765959598,4.653960350157523
1049.0,-5.0,10.0,4.605170185988092
1042.0,-7.0,9.643650760992955,4.532599493153256
1038.0,-4.0,9.433981132056603,4.48863636973214
1037.0,-1.0,9.38083151964686,4.477336814478207
1033.0,-4.0,9.16515138991168,4.430816798843313
1032.0,-1.0,9.1104335791443,4.418840607796598
1032.0,0.0,9.1104335791443,4.418840607796598
1032.0,0.0,9.1104335791443,4.418840607796598
1028.0,-4.0,8.888194417315589,4.3694478524670215
1027.0,-1.0,8.831760866327848,4.356708826689592
1026.0,-1.0,8.774964387392123,4.343805421853684
1026.0,0.0,8.774964387392123,4.343805421853684
1022.0,-4.0,8.54400374531753,4.290459441148391
1023.0,1.0,8.602325267042627,4.30406509320417
1022.0,-1.0,8.54400374531753,4.290459441148391
1020.0,-2.0,8.426149773176359,4.2626798770413155
1020.0,0.0,8.426149773176359,4.2626798770413155
1020.0,0.0,8.426149773176359,4.2626798770413155
1022.0,2.0,8.54400374531753,4.290459441148391
1021.0,-1.0,8.48528137423857,4.276666119016055
1022.0,1.0,8.54400374531753,4.290459441148391
1022.0,0.0,8.54400374531753,4.290459441148391
1020.0,-2.0,8.426149773176359,4.2626798770413155
1016.0,-4.0,8.18535277187245,4.204692619390966
1017.0,1.0,8.246211251235321,4.219507705176107
1012.0,-5.0,7.937253933193772,4.143134726391533
1011.0,-1.0,7.874007874011811,4.127134385045092
1016.0,5.0,8.18535277187245,4.204692619390966
1028.0,12.0,8.888194417315589,4.3694478524670215
1047.0,19.0,9.899494936611665,4.584967478670572
1072.0,25.0,11.090536506409418,4.812184355372417
1103.0,31.0,12.409673645990857,5.0369526024136295
1144.0,41.0,13.96424004376894,5.272999558563747
1195.0,51.0,15.684387141358123,5.5053315359323625
1246.0,51.0,17.233687939614086,5.6937321388027
1298.0,52.0,18.681541692269406,5.855071922202427
1342.0,44.0,19.82422760159901,5.973809611869261
1371.0,29.0,20.54263858417414,6.045005314036012
1378.0,7.0,20.71231517720798,6.061456918928017
1352.0,-26.0,20.074859899884732,5.998936561946683
1306.0,-46.0,18.894443627691185,5.877735781779639
1242.0,-64.0,17.11724276862369,5.680172609017068
1172.0,-70.0,14.933184523068078,5.407171771460119
1109.0,-63.0,12.649110640673518,5.075173815233827
1059.0,-50.0,10.488088481701515,4.700480365792417
1022.0,-37.0,8.54400374531753,4.290459441148391
1005.0,-17.0,7.483314773547883,4.02535169073515
1002.0,-3.0,7.280109889280518,3.970291913552122
1004.0,2.0,7.416198487095663,4.007333185232471
1012.0,8.0,7.937253933193772,4.143134726391533
1019.0,7.0,8.366600265340756,4.248495242049359
1022.0,3.0,8.54400374531753,4.290459441148391
1017.0,-5.0,8.246211251235321,4.219507705176107
1013.0,-4.0,8.0,4.1588830833596715
1009.0,-4.0,7.745966692414834,4.0943445622221
1002.0,-7.0,7.280109889280518,3.970291913552122
1000.0,-2.0,7.14142842854285,3.9318256327243257
999.0,-1.0,7.0710678118654755,3.912023005428146
1000.0,1.0,7.14142842854285,3.9318256327243257
1000.0,0.0,7.14142842854285,3.9318256327243257
1000.0,0.0,7.14142842854285,3.9318256327243257
996.0,-4.0,6.855654600401044,3.8501476017100584
999.0,3.0,7.0710678118654755,3.912023005428146
999.0,0.0,7.0710678118654755,3.912023005428146
999.0,0.0,7.0710678118654755,3.912023005428146
1000.0,1.0,7.14142842854285,3.9318256327243257
1000.0,0.0,7.14142842854285,3.9318256327243257
1001.0,1.0,7.211102550927978,3.9512437185814275
1001.0,0.0,7.211102550927978,3.9512437185814275
1002.0,1.0,7.280109889280518,3.970291913552122
997.0,-5.0,6.928203230275509,3.871201010907891
997.0,0.0,6.928203230275509,3.871201010907891
995.0,-2.0,6.782329983125268,3.828641396489095
996.0,1.0,6.855654600401044,3.8501476017100584
998.0,2.0,7.0,3.8918202981106265
1000.0,2.0,7.14142842854285,3.9318256327243257
1000.0,0.0,7.14142842854285,3.9318256327243257
1000.0,0.0,7.14142842854285,3.9318256327243257
1002.0,2.0,7.280109889280518,3.970291913552122
1003.0,1.0,7.3484692283495345,3.9889840465642745
1003.0,0.0,7.3484692283495345,3.9889840465642745
1001.0,-2.0,7.211102550927978,3.9512437185814275
1001.0,0.0,7.211102550927978,3.9512437185814275
999.0,-2.0,7.0710678118654755,3.912023005428146
999.0,0.0,7.0710678118654755,3.912023005428146
1001.0,2.0,7.211102550927978,3.9512437185814275
1002.0,1.0,7.280109889280518,3.970291913552122
1004.0,2.0,7.416198487095663,4.007333185232471
1005.0,1.0,7.483314773547883,4.02535169073515
1007.0,2.0,7.615773105863909,4.060443010546419
1009.0,2.0,7.745966692414834,4.0943445622221
1010.0,1.0,7.810249675906654,4.110873864173311
1011.0,1.0,7.874007874011811,4.127134385045092
1008.0,-3.0,7.681145747868608,4.07753744390572
1005.0,-3.0,7.483314773547883,4.02535169073515
1005.0,0.0,7.483314773547883,4.02535169073515
1005.0,0.0,7.483314773547883,4.02535169073515
1006.0,1.0,7.54983443527075,4.04305126783455
1008.0,2.0,7.681145747868608,4.07753744390572
1008.0,0.0,7.681145747868608,4.07753744390572
1012.0,4.0,7.937253933193772,4.143134726391533
1012.0,0.0,7.937253933193772,4.143134726391533
1018.0,6.0,8.306623862918075,4.23410650459726
1018.0,0.0,8.306623862918075,4.23410650459726
1019.0,1.0,8.366600265340756,4.248495242049359
1017.0,-2.0,8.246211251235321,4.219507705176107
1017.0,0.0,8.246211251235321,4.219507705176107
1013.0,-4.0,8.0,4.1588830833596715
1015.0,2.0,8.12403840463596,4.189654742026425
1014.0,-1.0,8.06225774829855,4.174387269895637
1016.0,2.0,8.18535277187245,4.204692619390966
1018.0,2.0,8.306623862918075,4.23410650459726
1020.0,2.0,8.426149773176359,4.2626798770413155
1024.0,4.0,8.660254037844387,4.31748811353631
1026.0,2.0,8.774964387392123,4.343805421853684
1025.0,-1.0,8.717797887081348,4.330733340286331
1025.0,0.0,8.717797887081348,4.330733340286331
1021.0,-4.0,8.48528137423857,4.276666119016055
1019.0,-2.0,8.366600265340756,4.248495242049359
1019.0,0.0,8.366600265340756,4.248495242049359
1017.0,-2.0,8.246211251235321,4.219507705176107
1019.0,2.0,8.366600265340756,4.248495242049359
1020.0,1.0,8.426149773176359,4.2626798770413155
1018.0,-2.0,8.306623862918075,4.23410650459726
1020.0,2.0,8.426149773176359,4.2626798770413155
1024.0,4.0,8.660254037844387,4.31748811353631
1026.0,2.0,8.774964387392123,4.343805421853684
1025.0,-1.0,8.717797887081348,4.330733340286331
1024.0,-1.0,8.660254037844387,4.31748811353631
1025.0,1.0,8.717797887081348,4.330733340286331
1023.0,-2.0,8.602325267042627,4.30406509320417
1024.0,1.0,8.660254037844387,4.31748811353631
1024.0,0.0,8.660254037844387,4.31748811353631
1027.0,3.0,8.831760866327848,4.356708826689592
1027.0,0.0,8.831760866327848,4.356708826689592
1028.0,1.0,8.888194417315589,4.3694478524670215
1032.0,4.0,9.1104335791443,4.418840607796598
1036.0,4.0,9.327379053088816,4.465908118654584
1038.0,2.0,9.433981132056603,4.48863636973214
1038.0,0.0,9.433981132056603,4.48863636973214
1038.0,0.0,9.433981132056603,4.48863636973214
1034.0,-4.0,9.219544457292887,4.442651256490317
1031.0,-3.0,9.055385138137417,4.406719247264253
1029.0,-2.0,8.94427190999916,4.382026634673881
1028.0,-1.0,8.888194417315589,4.3694478524670215
1030.0,2.0,9.0,4.394449154672439
1027.0,-3.0,8.831760866327848,4.356708826689592
1027.0,0.0,8.831760866327848,4.356708826689592
1028.0,1.0,8.888194417315589,4.3694478524670215
1030.0,2.0,9.0,4.394449154672439
1031.0,1.0,9.055385138137417,4.406719247264253
1031.0,0.0,9.055385138137417,4.406719247264253
1032.0,1.0,9.1104335791443,4.418840607796598
1033.0,1.0,9.16515138991168,4.430816798843313
1029.0,-4.0,8.94427190999916,4.382026634673881
1029.0,0.0,8.94427190999916,4.382026634673881
1027.0,-2.0,8.831760866327848,4.356708826689592
1026.0,-1.0,8.774964387392123,4.343805421853684
1024.0,-2.0,8.660254037844387,4.31748811353631
1023.0,-1.0,8.602325267042627,4.30406509320417
1023.0,0.0,8.602325267042627,4.30406509320417
1023.0,0.0,8.602325267042627,4.30406509320417
1025.0,2.0,8.717797887081348,4.330733340286331
1028.0,3.0,8.888194417315589,4.3694478524670215
1030.0,2.0,9.0,4.394449154672439
1033.0,3.0,9.16515138991168,4.430816798843313
1030.0,-3.0,9.0,4.394449154672439
1030.0,0.0,9.0,4.394449154672439
1026.0,-4.0,8.774964387392123,4.343805421853684
1023.0,-3.0,8.602325267042627,4.30406509320417
1023.0,0.0,8.602325267042627,4.30406509320417
1025.0,2.0,8.717797887081348,4.330733340286331
1025.0,0.0,8.717797887081348,4.330733340286331
1026.0,1.0,8.774964387392123,4.343805421853684
1028.0,2.0,8.888194417315589,4.3694478524670215
1030.0,2.0,9.0,4.394449154672439
1029.0,-1.0,8.94427190999916,4.382026634673881
1029.0,0.0,8.94427190999916,4.382026634673881
1029.0,0.0,8.94427190999916,4.382026634673881
1029.0,0.0,8.94427190999916,4.382026634673881
1025.0,-4.0,8.717797887081348,4.330733340286331
1029.0,4.0,8.94427190999916,4.382026634673881
1028.0,-1.0,8.888194417315589,4.3694478524670215
1029.0,1.0,8.94427190999916,4.382026634673881
1029.0,0.0,8.94427190999916,4.382026634673881
1030.0,1.0,9.0,4.394449154672439
1032.0,2.0,9.1104335791443,4.418840607796598
1028.0,-4.0,8.888194417315589,4.3694478524670215
1030.0,2.0,9.0,4.394449154672439
1030.0,0.0,9.0,4.394449154672439
1031.0,1.0,9.055385138137417,4.406719247264253
1031.0,0.0,9.055385138137417,4.406719247264253
1031.0,0.0,9.055385138137417,4.406719247264253
1032.0,1.0,9.1104335791443,4.418840607796598
1032.0,0.0,9.1104335791443,4.418840607796598
1031.0,-1.0,9.055385138137417,4.406719247264253
1032.0,1.0,9.1104335791443,4.418840607796598
1031.0,-1.0,9.055385138137417,4.406719247264253
1031.0,0.0,9.055385138137417,4.406719247264253
1030.0,-1.0,9.0,4.394449154672439
1030.0,0.0,9.0,4.394449154672439
1031.0,1.0,9.055385138137417,4.406719247264253
1029.0,-2.0,8.94427190999916,4.382026634673881
1028.0,-1.0,8.888194417315589,4.3694478524670215
1026.0,-2.0,8.774964387392123,4.343805421853684
1029.0,3.0,8.94427190999916,4.382026634673881
1027.0,-2.0,8.831760866327848,4.356708826689592
1031.0,4.0,9.055385138137417,4.406719247264253
1032.0,1.0,9.1104335791443,4.418840607796598
1029.0,-3.0,8.94427190999916,4.382026634673881
1030.0,1.0,9.0,4.394449154672439
1033.0,3.0,9.16515138991168,4.430816798843313
1035.0,2.0,9.273618495495704,4.454347296253507
1036.0,1.0,9.327379053088816,4.465908118654584
1035.0,-1.0,9.273618495495704,4.454347296253507
1034.0,-1.0,9.219544457292887,4.442651256490317
1036.0,2.0,9.327379053088816,4.465908118654584
1038.0,2.0,9.433981132056603,4.48863636973214
1041.0,3.0,9.591663046625438,4.5217885770490405
1046.0,5.0,9.848857801796104,4.574710978503383
1048.0,2.0,9.9498743710662,4.59511985013459
1052.0,4.0,10.14889156509222,4.634728988229636
1056.0,4.0,10.344080432788601,4.672828834461906
1057.0,1.0,10.392304845413264,4.68213122712422
1062.0,5.0,10.63014581273465,4.727387818712341
1065.0,3.0,10.770329614269007,4.7535901911063645
